Name,Price,Stars,Score,Spoken Language,Reviews,Location,Floors,Rooms,Resturents,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Elevator,Hair Dryer,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score
Thavorn Beach Village Resort & Spa Phuket (SHA Plus+),JMI,5 star,"8.3
Excellent
3,817 reviews","English, Chinese [Mandarin], Filipino, Russian, Thai","3,817 reviews","6/2 Moo 6 Kamala, Kathu, Kamala, Phuket, Thailand, 83150",,,,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,7,8.4,8.4,8.1,8.1,8.6
Thavorn Palm Beach Resort Phuket (SHA Plus+),187,5 star,"8.4
Excellent
1,989 reviews","English, Chinese [Mandarin], Russian, Thai","1,989 reviews","311 Patak Road, Karon Beach, Amphur Muang, Karon, Phuket, Thailand, 83100",2,220,221,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,6,8.4,8.4,8.7,8.1,8.7
Woovo Phuket Patong,139,4 star,"8.8
Excellent
735 reviews","English, Chinese [Mandarin], German, Russian, Thai, Turkish",735 reviews,"25, Rajpathanusorn Road, Patong, Kathu, Phuket, Patong, Phuket, Thailand, 83150",,,,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,13,9.2,8.5,8.4,8.6,8.6
Hop Inn Phuket (SHA Extra Plus),JMI,2 star,"8.3
Excellent
1,109 reviews","English, Thai","1,109 reviews","14/19 Moo.6, Thepkasattri Rd.,Ratsada Sub District, Mueang Phuket District, Phuket Town, Phuket, Thailand, 83000",,,,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,3,8.6,7.8,8.5,8.3,8.8
Aleenta Resort (SHA Plus+),799,5 star,"8.5
Excellent
1,686 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Czech, Filipino, French, German, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Thai, Vietnamese","1,686 reviews","33 Moo 5 Tambol Khok Kloy, Amphur Takua Tung, Natai Beach, Phang-nga, Khok Kloy, Phuket, Thailand, 82140",,,,True,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,5,9.0,8.6,7.6,9.0,8.9
Royal Phuket City Hotel (SHA Extra Plus),JMI,5 star,"9.0
Exceptional
1,531 reviews","English, Chinese [Mandarin], Thai","1,531 reviews","154 Phang-Nga Road Munag, Phuket Town, Phuket, Thailand, 83000",1,4,19,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,5,9.1,9.0,9.2,9.3,9.1
Kokotel Phuket Nai Yang Beach (SHA Extra Plus),141,4 star,"8.8
Excellent
979 reviews","English, Thai",979 reviews,"199 Moo 1, Saku, Thalang, 83110 Phuket, Thailand, Phuket Airport, Phuket, Thailand, 83110",,,,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,7,9.2,8.5,8.8,9.1,9.0
Patong Resort Hotel (SHA Plus+),JMI,4 star,"8.0
Excellent
5,328 reviews","English, Thai","5,328 reviews","208 Raj-uthit 200 Pee Road, Patong, Phuket, Thailand",8,325,3,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,12,7.9,7.7,8.9,7.4,7.8
Oceanfront Beach Resort (SHA Extra Plus),258,5 star,"8.5
Excellent
1,263 reviews","English, Thai","1,263 reviews","320/2 Phabaramee Road, Patong,Kathu, Phuket, 83150 Thailand, Patong, Phuket, Thailand, 83150",,,,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,16,8.7,8.7,8.4,8.5,8.6
The Sea Galleri by Katathani (SHA Extra plus),231,5 star,"8.7
Excellent
2,003 reviews","English, Thai","2,003 reviews","216/9 Koktanod Road (Kata-Saiyuan) Kata Beach, Karon, Kata, Phuket, Thailand, 83100",2,2015,159,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False,11,9.0,8.8,8.2,9.3,8.9
Aleenta Resort (SHA Plus+),799,5 star,"8.5
Excellent
1,686 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Czech, Filipino, French, German, Hindi, Italian, Japanese, Korean, Polish, Portuguese, Russian, Spanish, Thai, Vietnamese","1,686 reviews","33 Moo 5 Tambol Khok Kloy, Amphur Takua Tung, Natai Beach, Phang-nga, Khok Kloy, Phuket, Thailand, 82140",,,,True,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,5,9.0,8.6,7.6,9.0,8.9
The Shore at Katathani - Adults only (SHA Plus+),"1,574",5 star,"9.1
Exceptional
2,865 reviews","English, Chinese [Mandarin], German, Italian, Russian, Thai","2,865 reviews","14 Kata Noi Road, Muang, Kata, Phuket, Thailand, 83100",,,,True,False,False,True,False,True,True,True,False,True,True,True,False,False,True,False,0,9.5,9.3,9.0,9.4,9.5
The Vijitt Resort Phuket (SHA Extra Plus),399,5 star,"8.5
Excellent
1,281 reviews","English, Thai","1,281 reviews","16 Moo 2, Viset Road, Amphur Muang, Rawai, Phuket, Thailand, 83130",,,,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,3,8.8,8.6,7.9,8.8,9.0
"Splash Beach Resort, Mai Khao Phuket (SHA Plus+)",JMI,5 star,"8.2
Excellent
1,809 reviews",,"1,809 reviews","65 Moo 4, Mai Khao Soi 4, Mai Khao , Phuket 83110 , Thailand, Mai Khao, Phuket, Thailand, 83110",,,,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,0,False,False,False,False,False
Beyond Resort Kata (SHA Plus+),JMI,4 star,"8.1
Excellent
3,399 reviews","English, Russian, Thai","3,399 reviews","1 Soi Pakbang, Kata, Phuket, Thailand, 83100",275,1990,220,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,0,8.0,7.7,9.2,7.8,7.8
Royal Phuket City Hotel (SHA Extra Plus),JMI,5 star,,"English, Chinese [Mandarin], Thai","1,531 reviews","154 Phang-Nga Road Munag, Phuket Town, Phuket, Thailand, 83000",1,4,19,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,5,9.1,9.0,9.2,9.3,9.1
The Bloc Hotel (SHA Plus+),JMI,4 star,,"English, Thai","1,632 reviews","162/4 Thawewong Rd, Patong, Phuket, Thailand, 83150",4,63,1,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,11,8.6,8.0,9.1,8.6,8.2
The Lokal Hotel Phuket (Former K-hotel) (SHA Plus+),99,3 star,"8.9
Excellent
211 reviews","English, French, German, Italian, Thai",211 reviews,"180 Rat-U-Thai 200 Pee Road, Patong, Patong, Phuket, Thailand, 83150",,,,True,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,7,9.1,8.7,9.5,9.4,8.9
Sunset Beach Resort (SHA Extra Plus),JMI,4 star,"7.7
Very good
1,319 reviews",,"1,319 reviews","316/2 Phrabaramee Road , Patong, Phuket, Thailand, 83150",,220,131,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,0,7.7,7.5,7.9,8.0,7.8
The SIS Kata Resort (SHA Extra Plus),212,5 star,"8.7
Excellent
1,702 reviews","English, Chinese [Mandarin], Thai","1,702 reviews","255 Kok Tanode Road, Karon District, Muang, Kata, Phuket, Thailand, 83100",1,220,124,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,0,9.1,9.0,8.4,8.9,8.8
Kokotel Phuket Nai Yang Beach (SHA Extra Plus),141,4 star,"8.8
Excellent
979 reviews","English, Thai",979 reviews,"199 Moo 1, Saku, Thalang, 83110 Phuket, Thailand, Phuket Airport, Phuket, Thailand, 83110",,,,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,7,9.2,8.5,8.8,9.1,9.0
Baan Karonburi Resort (SHA Plus+),90,4 star,"8.1
Excellent
1,889 reviews","English, Thai","1,889 reviews","194/1 Karon Rd., Karon Beach Muang, Phuket Province Thailand 83100, Karon, Phuket, Thailand, 83100",99,,220,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,False,16,8.0,7.8,8.9,7.8,8.0
Panphuree Residence (SHA Extra Plus),96,4 star,"8.6
Excellent
1,413 reviews","English, Thai","1,413 reviews","Naiyang 13/1, Phuket Airport, Phuket, Thailand, 83110",220,,2017,False,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,5,8.9,8.4,8.7,8.7,8.9
Four Points by Sheraton Phuket Patong Beach Resort,JMI,4 star,"8.9
Excellent
1,389 reviews","English, Chinese [Mandarin], French, German, Thai","1,389 reviews","198/8-9 Thawewong Road, Patong, Kathu, Patong, Phuket, Thailand, 83150",2,3,6,True,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,9,9.4,9.1,9.2,9.0,8.8
The Beach Heights Resort (SHA Certified),95,4 star,"8.3
Excellent
798 reviews","English, Chinese [Mandarin], Thai",798 reviews,"98/18-21 Kata Road, T. Karon, Muang, Kata, Phuket, Thailand, 83100",1,220,162,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,0,8.4,8.2,8.4,8.5,8.3
Patong Resort Hotel (SHA Plus+),JMI,4 star,"8.0
Excellent
5,328 reviews",,"5,328 reviews","208 Raj-uthit 200 Pee Road, Patong, Phuket, Thailand",,,3,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,12,7.9,7.7,8.9,7.4,7.8
Phuket Graceland Resort & Spa (SHA Plus+),JMI,5 star,"8.3
Excellent
6,173 reviews",,"6,173 reviews","190 Thaweewong Road, Patong, Phuket, Thailand, 83150",,,,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,31,8.2,8.4,8.6,8.0,8.0
LIV Hotel Phuket Patong Beachfront,JMI,3.5 star,"8.7
Excellent
1,088 reviews","English, Thai","1,088 reviews","Thaweewong Road, Patong, Phuket, Thailand, 83150",,,,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,9.1,8.3,8.7,9.1,8.8
Katathani Phuket Beach Resort (SHA Extra plus),499,5 star,"8.6
Excellent
5,044 reviews","English, Chinese [Mandarin], German, Italian, Japanese, Russian, Thai","5,044 reviews","14 Kata Noi Road, Muang, Kata, Phuket, Thailand, 83100",,,,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,14,8.8,8.9,8.8,8.4,8.7
Novotel Phuket Kata Avista Resort and Spa,183,5 star,"8.5
Excellent
2,722 reviews","English, Chinese [Mandarin], Filipino, Hindi, Malay, Russian, Thai","2,722 reviews","4 Leam Sai Road Karon District Amphur Muang, Kata, Phuket, Thailand, 83100",5,143,1,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,0,8.9,8.5,7.9,9.0,8.9
Patong Heritage Hotel (SHA Extra Plus),93,4 star,"7.7
Very good
843 reviews","English, Thai",843 reviews,"205/16 Rath U-Thit 200 Pee Road, Patong, Phuket, Thailand, 83150",,,,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,3,7.4,7.1,8.5,7.4,8.0
Secret Cliff Resort & Restaurant,JMI,4 star,"7.5
Very good
5,369 reviews",,"5,369 reviews","707 Patak Road, Karon, Phuket, Thailand, 83100",,,,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,0,7.8,7.3,7.5,7.9,7.8
Kalima Resort & Spa (SHA Extra plus),361,5 star,"8.8
Excellent
6,541 reviews","English, Chinese [Cantonese], Thai","6,541 reviews","338/1 Prabaramee Road, Patong, Kathu, Patong, Phuket, Thailand, 83150",3,190,2,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,32,9.1,9.2,8.6,9.3,8.9
HOMA Phuket Town,125,0 star,"9.1
Exceptional
736 reviews","English, Arabic, Chinese [Cantonese], Chinese [Mandarin], French, Italian, Japanese, Spanish, Thai",736 reviews,"Phuket Town, Phuket, Thailand",1,1,6,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,24,9.6,9.3,8.9,9.5,9.4
Crest Resort & Pool Villas (SHA Extra plus),JMI,5 star,"8.1
Excellent
6,032 reviews","English, Chinese [Mandarin], Korean, Thai","6,032 reviews","95, Meun-Ngern Road, Tri Trang Beach, Patong, Phuket, Thailand, 83150",144,,,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,9,8.6,8.5,7.6,8.5,8.2
Sleep with Me Hotel Design Hotel at Patong (SHA Extra Plus),122,4 star,"8.4
Excellent
7,017 reviews","English, Thai","7,017 reviews","187/5 Rat U Tid 200 Pee Road,, Patong, Phuket, Thailand, 83150",7,258,1,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,19,8.5,7.8,9.3,8.5,8.1
The Nature Phuket (SHA Extra Plus),JMI,5 star,,"English, Chinese [Cantonese], Chinese [Mandarin], Korean, Thai","4,759 reviews","322 Prabaramee Road, North Patong Beach, Kathu,, Patong, Phuket, Thailand, 83150",4,2,4,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,43,8.9,8.7,8.2,8.7,8.7
Hanuman Residence,JMI,3 star,"7.8
Very good
127 reviews","English, French, Spanish, Thai",127 reviews,"140 Nanai road, Patong, Phuket, Thailand, 83150",1,220,33,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,0,8.2,7.8,7.7,8.1,8.3
Ayara Kamala Resort (SHA Extra Plus),JMI,5 star,,"English, Chinese [Mandarin], Thai","1,404 reviews","22/10 Moo 6, Kathu, Kamala, Phuket, Thailand, 83150",1,220,42,True,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,0,9.0,8.4,7.8,8.8,9.0
Days Inn by Wyndham Patong Beach Phuket (SHA Plus+),87,3.5 star,"8.3
Excellent
2,459 reviews","English, Chinese [Mandarin], Thai","2,459 reviews","145/2 Rat U Tit 200 Pee Road, Patong, Phuket, Thailand, 83150",4,122,1,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,False,0,8.3,7.8,9.2,7.1,8.4
Stay Wellbeing and Lifestyle Resort,223,5 star,"8.9
Excellent
1,647 reviews","English, Chinese [Mandarin], French, Hindi, Nepali, Russian, Thai","1,647 reviews","56/80, Moo 4, Soi Suksan, 2 Viset Road, Rawai, Phuket, Thailand, 83100",3,162,3,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,False,0,9.6,9.5,7.7,9.2,9.2
Andamantra Resort and Villa Phuket (SHA Extra plus),142,4 star,"7.3
Very good
5,752 reviews","English, Chinese [Mandarin], Filipino, Hindi, Russian, Thai","5,752 reviews","290/1 Prabaramee Road, Patong, Phuket, Thailand, 83150",2,220,274,False,False,False,False,True,True,False,True,True,True,True,True,False,False,True,True,87,7.2,7.3,7.8,7.4,7.3
Panwaburi Beachfront Resort (SHA Extra Plus),JMI,5 star,"8.6
Excellent
790 reviews",,790 reviews,"8/2 Moo 8, Ao-Yon Khaokhad Rd., T. Wichit, Panwa Cape, Phuket, Thailand, 83000",4,152,1,True,True,False,False,True,True,True,True,False,True,True,True,False,False,True,True,39,9.0,8.8,8.2,8.7,8.8
Amatara Welleisure Resort (SHA Plus+),481,5 star,"8.7
Excellent
2,021 reviews","English, Arabic, Chinese [Mandarin], French, German, Thai","2,021 reviews","84 Moo 8 Sakdidej Road Tambon Vichit, Panwa Cape, Phuket, Thailand, 83000",3,220,105,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,5,9.1,9.0,8.1,9.2,9.2
Chivatara Resort Bang Tao Beach Phuket,87,4 star,"8.0
Excellent
282 reviews","English, Arabic, Bulgarian, Burmese, Chinese [Cantonese], Chinese [Mandarin], Croatian, Czech, Danish, Dutch, Estonian, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Khmer, Korean, Lao, Latvian, Lithuanian, Malay, Nepali, Norwegian, Polish, Portuguese, Romanian, Russian, Sinhala, Slovenian, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",282 reviews,"69/55 Moo 3, Cheungtalay, Bang Thao, Phuket, Thailand, 83110",2,60,0,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,True,0,8.1,7.7,7.8,8.1,8.2
The Royal Paradise Hotel & Spa (SHA Plus+),JMI,4 star,"7.9
Very good
13,621 reviews",,,"135/23 Rat-U-Thit Road, Patong, Phuket, Thailand, 83150",3,220,350,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,21,7.8,7.6,8.5,7.6,7.8
Seaview Patong Hotel (SHA Plus+),93,4 star,"7.9
Very good
1,205 reviews","English, Thai","1,205 reviews","2 Taweewong Rd, Patong, Phuket, Thailand, 83150",1,220,141,False,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False,0,7.8,7.8,8.3,7.8,8.0
Maya Phuket Airport Hotel (SHA Extra Plus),127,4 star,"8.3
Excellent
2,167 reviews","English, Chinese [Mandarin], French, Thai","2,167 reviews","126 Moo 1, Sakoo 16, Thalang, Phuket Airport, Phuket, Thailand, 83110",4,83,1,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0,8.4,7.9,8.8,4.0,8.3
Absolute Bangla Suites,222,4 star,"8.0
Excellent
326 reviews","English, Thai",326 reviews,"Patong, Phuket, Thailand",,,,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,0,8.3,7.8,9.1,8.1,8.3
Hotel Clover Patong Phuket (SHA Plus+),248,4 star,"8.8
Excellent
6,011 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Thai","6,011 reviews","162/8-11 Taweewong Rd., Patong Beach, Patong, Phuket, Thailand, 83150",5,213,1,True,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False,5,9.1,8.6,9.3,8.8,8.6
The Palmery Resort (SHA Plus+),90,4 star,"8.3
Excellent
2,812 reviews","English, Thai","2,812 reviews","82/20 Khoktanod Rd., Muang,, Kata, Phuket, Thailand, 83100",2,65,1,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,0,8.7,8.3,7.7,8.9,8.3
Baan Laimai Beach Resort & Spa (SHA Plus+),328,4 star,"8.1
Excellent
15,368 reviews","English, Chinese [Mandarin], Korean, Thai","15,368 reviews","66 Thavee-Wong Road, Patong, Phuket, Thailand, 83150",6,225,1,False,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,3,8.0,8.0,9.1,7.6,7.8
DoubleTree by Hilton Phuket Banthai Resort (SHA Plus+),JMI,4 star,"8.6
Excellent
875 reviews","English, Chinese [Mandarin], French, Hindi, Italian, Tamil, Thai",875 reviews,"94 Thawewong Rd, Patong, Phuket, Thailand, 83150",1,,290,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,8,8.7,8.4,9.3,8.8,8.2
The Village Resort & Spa (SHA Plus+),143,4 star,"8.6
Excellent
1,336 reviews","English, Thai","1,336 reviews","566/1 Patak Road, Muang, Karon, Phuket, Thailand, 83100",2005,,,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,0,9.0,8.6,8.4,8.9,8.9
Naka Resort,77,3 star,"8.9
Excellent
192 reviews","English, Thai",192 reviews,"1/22 Moo 6, Patong-Kamala Rd.,, Kamala, Phuket, Thailand, 83150",1,220,14,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,0,9.4,9.2,7.6,9.2,9.6
Sugar Marina Resort-Surf-Kata Beach (SHA Extra Plus),125,4 star,"8.7
Excellent
1,324 reviews","English, Chinese [Mandarin], Thai","1,324 reviews","100/92 Kata Road, Kata Beach, Muang, Kata, Phuket, Thailand, 83100",76,,2014,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,0,8.8,8.5,8.6,9.2,9.0
Keemala (SHA Plus+),JMI,5 star,"8.8
Excellent
1,078 reviews","English, Thai","1,078 reviews","10/88 Moo. 6 Nakasud Rd.,Kathu Disctrict Phuket, Kamala, Phuket, Thailand, 83150",,,,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,False,0,9.3,9.0,8.0,9.1,7.9
The Naka Phuket Villa (SHA Plus+),767,5 star,"8.6
Excellent
2,325 reviews","English, Chinese [Mandarin], Thai","2,325 reviews","1/18, 1/20 Moo 6,Kathu, Kamala, Phuket, Thailand, 83150",,,,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,True,5,8.8,8.7,8.2,9.1,9.0
Lub d Phuket Patong,106,3.5 star,"8.9
Excellent
5,123 reviews","English, Thai","5,123 reviews","5/5 Sawatdirak Road, Patong, Phuket, Thailand, 83150",5,286,1,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,19,8.9,8.9,9.2,8.7,8.8
The Charm Resort Phuket SHA Certified,171,4 star,"8.2
Excellent
6,430 reviews","English, Chinese [Mandarin], Thai","6,430 reviews","212 Thawewong Rd, Patong, Phuket, Thailand, 83150",7,246,1,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,17,8.3,8.1,8.1,8.5,8.3
The Sixteenth Naiyang Beach Hotel (SHA Extra Plus),97,3 star,"8.6
Excellent
1,199 reviews","English, Indonesian, Thai","1,199 reviews","19/16 Moo.1, Tambon Sakhu, Aamphur Thalang, Phuket, Phuket Airport, Phuket, Thailand, 83110",7,66,1,False,False,True,True,True,True,True,True,True,False,True,True,False,False,True,False,0,8.8,8.1,9.0,8.3,8.7
Burasari Phuket (SHA Plus+),262,4 star,"8.5
Excellent
5,389 reviews","English, Chinese [Mandarin], German, Swedish, Thai","5,389 reviews","18/110 Ruamjai Road, Amphur Kathu, Patong, Phuket, Thailand, 83150",2,1,4,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,17,8.5,8.3,9.0,8.4,8.6
The Nai Harn (SHA Plus+),493,5 star,"8.9
Excellent
3,161 reviews","English, German, Thai","3,161 reviews","23/3 Moo 1, Vises Road, Nai Harn Beach, Phuket, Thailand, 83130",9,120,3,True,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,0,9.2,8.9,8.9,8.8,9.2
The Lantern Resort Patong (SHA Extra Plus),160,4 star,"8.3
Excellent
3,194 reviews","English, Thai","3,194 reviews","181/4 Soi Sansabai, Rat-U-Thit 200 Pee Road, Patong, Phuket, Thailand, 83150",5,105,1,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,0,8.5,7.9,9.1,7.8,8.4
Layalina Hotel,213,4 star,"8.7
Excellent
523 reviews","English, Arabic, Indonesian, Malay, Thai",523 reviews,"75-75/1, Moo 3 Kamala Beach Road, Kamala Beach, Kamala, Phuket, Thailand, 83150",1,220,15,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,0,9.0,8.0,8.8,9.0,8.8
Clear House Resort,JMI,3 star,"8.3
Excellent
476 reviews","English, Thai",476 reviews,"97/97 Kamala, Kamala, Phuket, Thailand, 83150",,,,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,0,8.6,8.1,7.9,8.5,8.9
Kamala Beach Resort. A Sunprime Resort - Adults Only (SHA Certified),253,4 star,"8.5
Excellent
2,072 reviews","English, Chinese [Mandarin], Filipino, German, Swedish, Thai","2,072 reviews","99/66 Kammala, Kamala, Phuket, Thailand, 83150",4,353,2,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,6,8.6,8.5,8.7,8.2,8.6
Sugar Marina Resort - Fashion - Kata Beach (SHA Plus+),146,4 star,"8.2
Excellent
3,579 reviews","English, Chinese [Mandarin], Thai","3,579 reviews","20/10 Kata Road, Kata Beach, Muang, Kata, Phuket, Thailand, 83100",110,2005,220,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,0,8.1,7.8,8.9,8.2,8.1
Forty Winks Phuket Hotel,62,3.5 star,"8.2
Excellent
1,507 reviews","English, Chinese [Cantonese], Chinese [Mandarin], Lao, Thai, Vietnamese","1,507 reviews","64/1 Nanai Rd., Patong, Phuket, Thailand, 83150",7,49,1,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,0,8.1,7.7,8.2,8.2,8.4
Sugar Marina Resort - AVIATOR - Phuket Airport,99,4 star,"8.4
Excellent
1,750 reviews","English, Thai","1,750 reviews","130 Moo 1, Sakhu, Thalang, Phuket Airport, Phuket, Thailand, 83110",1,220,108,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,False,0,8.6,8.0,8.6,7.0,8.4
Ashlee HUB Hotel Patong (SHA Extra Plus),81,4 star,"7.8
Very good
1,758 reviews","English, Thai","1,758 reviews","237/18 Rat-U-Thit Song Roi Pee Road, Patong, Phuket, Thailand, 83150",8,110,2,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,4,7.8,7.4,8.2,7.7,8.0
ZENSEANA Resort & Spa (SHA Extra Plus),136,5 star,"8.4
Excellent
465 reviews","English, Thai",465 reviews,"147 Prabaramee Road,, Patong, Phuket, Thailand, 83150",7,163,1,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,0,8.7,8.4,8.3,8.8,8.3
Andaman White Beach Resort (SHA Extra Plus),256,5 star,"8.0
Excellent
1,841 reviews","English, French, German, Italian, Spanish, Thai","1,841 reviews","28/8 Moo 4, Tambon Sakoo Amphur Thalang, Naithon, Phuket, Thailand, 83110",3,220,50,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,11,8.2,7.8,8.3,8.2,8.3
SALA Phuket Mai Khao Beach Resort (SHA Plus+),JMI,5 star,"8.7
Excellent
2,807 reviews","English, German, Italian, Spanish, Thai","2,807 reviews","333 Moo 3, Thalang District, Mai Khao, Phuket, Thailand, 83110",,,,False,False,True,True,True,True,True,True,False,True,True,True,False,False,False,False,0,9.0,9.0,8.1,8.8,9.2
Andaman Embrace Patong (SHA Extra plus),189,5 star,"7.8
Very good
1,807 reviews","English, Thai","1,807 reviews","2 Hadpatong Road, Kathu District, Patong Sub-district, Phuket Provience, Patong, Phuket, Thailand, 83150",7,222,1,False,False,True,True,True,True,False,True,True,False,False,True,False,False,False,True,8,7.9,7.6,8.4,8.0,7.8
Bodega Patong Phuket,19,2 star,"7.4
Very good
360 reviews","English, Russian, Thai",360 reviews,"189/3 Rat-U-Thit 200 Years Road, Pa Tong, Patong, Phuket, Thailand, 83150",,,,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,0,7.0,6.7,8.0,7.1,6.8
Tropica Bungalow Hotel (SHA Plus+),130,3 star,"8.2
Excellent
2,178 reviews","English, Chinese [Cantonese], Chinese [Mandarin], French, German, Italian, Russian, Thai","2,178 reviews","132 Thaweewong Rd., Patong, Phuket, Thailand, 83150",1,1,2,False,False,False,True,True,True,False,True,True,True,True,True,False,False,True,False,7,8.1,7.7,9.0,7.6,8.1
Cape Sienna Gourmet Hotel & Villas (SHA Plus+),JMI,5 star,,"English, German, Thai","5,704 reviews","18/40 Moo 6, Nakalay Road, Amphur Kathu, Kamala, Phuket, Thailand, 83150",4,220,146,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,0,8.9,8.7,8.1,8.4,8.6
The Gig Hotel (SHA Extra Plus),126,4 star,"8.5
Excellent
2,500 reviews","English, Filipino, Thai","2,500 reviews","179/88-94 Phangmuang Sai-Kor Road,T.Patong, A.Kathu,Phuket, Patong, Phuket, Thailand, 83150",2,2016,125,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,23,8.4,8.2,9.1,9.3,8.4
Dewa Phuket Resort & Villas (SHA Plus+),195,5 star,"8.5
Excellent
3,732 reviews","English, Chinese [Mandarin], Russian, Spanish, Swedish, Thai","3,732 reviews","65 Moo 1 Sakoo, Naiyang Beach &amp; National Park Thalang, Naiyang Beach, Phuket, Thailand, 83110",4,96,2,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,13,8.7,8.4,8.4,8.8,8.6
