Name,Price,Stars,Score,SpokenLanguages,Reviews,Location,Sparkling clean,NewlyBuilt,ExcellentView,Check In 24/7,AirportTransfer,Front Desk,Valet Parking,Free WiFi In All Rooms,Swimming Pool,Bar,Coffee,DailyHousekeeping,Golf,Kids club,Booked today,Real Guest Cleanlines Score,Real Guest Facilities Score,Real Guest Location Score,Real Guest Service Score,Real Guest Value for money Score,Origin
Assembly Hostel,68,2.0,7.7,"English, Thai",55,"2091/46 Charoen Krung 81 Alley, Wat Praya Krai, Bang Kho Laem, Bangkok, Bangkok Riverside, Bangkok, Thailand, 10120",0,0,0,0,1,0,0,1,0,1,0,1,0,0,3.0,8.1,7.7,8.3,7.7,8.1,Bangkok
Suansin Art Garden,49,3.0,7.2,"English, Thai",38,"163/8 Lamlukka soi 5 ,Don Mueang Intl Airport , Donmuang District, Bangkok, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,1,0,1,0,1,0,0,0,0,0,0,3.0,7.7,7.0,7.4,7.8,7.5,Bangkok
Mansion Sarasinee @ Chatuchak,93,2.0,7.0,"English, Thai",959,"Chatuchak, Bangkok, Thailand",0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.0,7.3,6.6,7.3,7.4,7.3,Bangkok
Asia Residence 14 Bangkapi,51,3.0,6.7,Thai,289,"Happyland 2, Klongjan, Bangkapi, Bang Kapi, Bangkok, Thailand, 10240",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,6.3,6.8,7.1,6.2,6.2,Bangkok
IMPACT Don Mueang Bangkok Guest House,66,3.0,7.8,"English, Chinese [Mandarin], Thai",283,"Room No 4/46 4thfloor T8Building Poppular Condo Behind IMPACT-Challenger Muangthong Thani Changwathana Donmuang Bangkok, Don Mueang International Airport, Bangkok, Thailand, 11120",0,0,0,0,1,1,0,1,0,1,0,1,1,1,19.0,5.7,5.2,6.3,5.8,6.2,Bangkok
Tripletrees,71,3.0,8.7,"English, Arabic, Lao, Thai",199,"Ruam suk 9 alley , klong 4 rd , lumlukka , phatumthani, Don Mueang International Airport, Bangkok, Thailand, 12150",1,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,9.1,8.3,8.4,9.0,8.9,Bangkok
Rubin Home,80,0.0,7.2,"English, Thai",5,"36 Soi Sukhumvit 40, Sukhumvit Road Prakanong, Klong Toey, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,6.5,6.3,7.6,6.4,7.6,Bangkok
P29,47,0.0,7.4,"English, Chinese [Mandarin], Thai",74,"55/7 เลียบคลองภาษีเจริญฝั่งเหนือซอย10 แขวงหนองแขม เขตหนองแขม กทม 10160, South Thonburi, Bangkok, Thailand, 10160",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0,7.8,7.5,7.2,7.8,7.7,Bangkok
Malizon Hotel and Residences,75,2.5,8.2,"English, Thai",469,"56 Krungthep-Non road, Krungthep-Non Soi 4, Bangkhen, Mueang, Nonthaburi City Center, Nonthaburi, Thailand, 11000",0,0,0,1,0,1,1,1,0,0,0,1,0,0,4.0,8.5,8.1,7.9,8.6,8.6,Bangkok
DD Mansion,64,0.0,8.2,"English, Malay, Thai",120,"208 Moo 3 Rungsit - Nakhornnayok Soi 20, Prachatipat, Thunyaburi, Pathumthani, Rangsit, Bangkok, Thailand, 12130",0,0,0,0,0,1,1,1,0,0,1,1,0,0,0.0,8.5,8.0,7.7,8.3,8.9,Bangkok
Many Trees Hostel,99,2.5,8.8,"English, Burmese, Thai",45,"Sathorn road, Sathorn, Bangkok, Thailand, 10120",1,0,0,1,0,1,0,1,0,1,0,1,0,0,0.0,9.1,8.5,8.5,8.0,8.9,Bangkok
LOBSUEK Hostel หลบศึก โฮสเทล,137,0.0,9.5,"English, Thai",468,"141 Prachathipatai Road, Ban Phan Thom, Phra Nakhon, Khaosan, Bangkok, Thailand, 10200",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,9.7,9.5,9.3,9.6,9.8,Bangkok
Udee Bangkok Hostel,90,3.0,8.4,"English, Thai",96,"49, Pradiphat Soi 19, Pradiphat Rd., Phayathai, Samsennai, Chatuchak, Bangkok, Thailand, 10400",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.2,8.7,8.4,9.0,9.6,Bangkok
My space69,85,3.0,8.6,"English, Thai",54,"South Thonburi, Bangkok, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.8,8.8,8.4,8.7,8.4,Bangkok
"DHIresidence at Impact,Muangthongthani",78,0.0,8.2,"English, Thai",32,"Don Mueang International Airport, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,9.5,9.5,8.2,9.2,8.5,Bangkok
Silom Apartment Close to BTS +WIFI+Netflix,348,3.0,9.3,"English, Thai",37,"Silom, Bangkok, Thailand",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.6,9.4,9.1,9.6,9.6,Bangkok
Prairie Villa,96,0.0,8.4,"English, Thai",19,"8, 3 Soi Sukhumvit 63, Khwaeng Phra Khanong Nuea,, Sukhumvit, Bangkok, Thailand, 10110",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,8.8,8.8,9.1,8.4,8.8,Bangkok
Lee Place Hotel,151,3.0,8.0,"English, Chinese [Cantonese], Chinese [Mandarin], Thai",83,"710 Soi Sathupradit 58 Yaek 26, Bangpongpang, Sathorn, Bangkok, Thailand, 10120",0,0,0,1,0,1,1,1,0,1,1,1,0,0,0.0,7.8,7.6,8.0,8.1,8.4,Bangkok
Thongtara House Boutique Residence,132,3.5,8.4,"English, Burmese, Thai",69,"86 Moo 5 Soi Sridan 9/1 Srinakarin Road, Samrong Nua, Bang Na, Bangkok, Thailand, 10270",1,0,0,0,1,1,0,1,0,1,0,1,0,0,0.0,9.0,8.5,7.2,9.3,9.2,Bangkok
iCheck Inn Sukhumvit Soi 11 (formerly Narry Nana),103,3.0,7.2,"English, Thai",41,"155/17-21 Sukhumvit Soi 11, WattanaKhlongtoey Nua, 10110, Sukhumvit, Bangkok, Thailand",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,6.0,3.3,8.0,6.0,6.7,Bangkok
Siam Paradise Hotel,104,3.5,7.3,"English, Thai",251,"44/46-49 Soi Ngamwangwan 51, Ngamwaonwan Rd,. Ladyao, Chatuchak, Bangkok, Thailand, 10900",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,7.2,6.8,7.5,7.4,7.7,Bangkok
WIW minihotel,199,2.5,9.6,"English, Thai",95,"Soi Chang Akat Uthit3 Yaek6, Don Mueang International Airport, Bangkok, Thailand, 10210",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,9.2,9.0,7.8,9.2,9.0,Bangkok
Baansuanklaikrung Bangkachao,288,2.0,9.3,Thai,118,"South Thonburi, Bangkok, Thailand",1,0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,9.9,9.7,9.6,10.0,9.2,Bangkok
Kozy Inn,79,3.0,8.0,"English, Thai",263,"42/4 ซอย หลังศาล, South Thonburi, Bangkok, Thailand, 10150",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.6,7.7,7.3,8.4,8.2,Bangkok
The Montana Lodge - Sathorn,79,2.0,5.8,Thai,83,"438 Soi Chan 47, Chan Road, Sathorn, Bangkok, Thailand, 10120",0,0,0,1,0,1,1,1,0,0,0,1,0,0,0.0,5.4,5.6,6.9,4.9,5.9,Bangkok
Sweet Honey Tossed Private Condo,67,0.0,6.8,"English, Thai",22,"Ratchada, Bangkok, Thailand",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.8,7.0,7.3,7.7,7.5,Bangkok
Baan Boonanan,55,2.0,8.2,"English, Thai",865,"Rangsit, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.4,8.1,7.7,7.6,8.3,Bangkok
2Bedtel,60,3.0,7.1,"English, Thai",178,"919/10 Rama IX Rd, Khwaeng Suan Luang, Khet Suan Luang, Bangkapi, Ramkhamhaeng, Bangkok, Thailand, 10250",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,7.5,6.7,7.4,7.0,7.2,Bangkok
8 Resident,47,1.0,6.9,Thai,30,"7/8 Soi Lat Phrao 112 (Iam Somboon) , Phlab Phla, Wang Thong Lang, Bangkok, Bang Kapi, Bangkok, Thailand, 10310",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,7.3,7.3,7.3,6.7,6.0,Bangkok
OYO 457 Panasan Villa,33,2.0,4.7,"English, Catalan, Thai",111,"182/4, Soi Onnuch 36, Bangkok, Bang Na, Bangkok, Thailand, 10150",0,0,0,1,0,0,0,1,0,0,1,1,0,0,8.0,4.6,4.4,4.3,4.9,5.1,Bangkok
Grannylla Residence Charoenkrung,86,2.5,6.9,"English, Thai",139,"398/2 Charoen Krung soi 85 yak 6, Wat prayakrai, Bangkholaem,, Sathorn, Bangkok, Thailand, 10120",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.0,7.2,6.6,6.5,7.3,7.3,Bangkok
Navi Blossom Sathorn Apartment Hotel,105,4.0,7.8,"English, Chinese [Mandarin], Thai",66,"Sathorn, Bangkok, Thailand",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,7.7,8.0,7.7,8.0,7.6,Bangkok
The Lux Ladprao 10,155,4.5,8.4,English,583,"Ratchada, Bangkok, Thailand",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,8.3,8.6,7.8,8.5,7.9,Bangkok
9 WINNER HOTEL (SHA Plus+),58,4.0,6.6,"English, Thai",5,"99/27 Moo 7 Bangchalong, Suvarnabhumi Airport, Bangkok, Thailand, 10540",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,7.2,6.8,5.6,6.0,7.2,Bangkok
Delighted Bangkok Hotel,56,3.0,6.8,"English, Thai",19,"639 Soi On Nut 44, Khwaeng On Nut, Khet Suan Luang, Bangkok, Bang Na, Bangkok, Thailand, 10250",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,6.8,6.8,6.4,7.5,6.8,Bangkok
398 HOSTEL,100,0.0,9.2,"English, Thai",71,"398 Charan Sanitwong Rd, Bangkok Riverside, Bangkok, Thailand, 10700",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.5,9.1,9.4,9.1,9.4,Bangkok
Bangkok Travel Suites Hotel,79,2.5,7.2,Thai,178,"86/3 M.9 Ngamwongwan Rd., Bangken, Muang Nonthaburi, Chatuchak, Bangkok, Thailand, 11000",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,6.9,6.9,7.4,5.9,7.7,Bangkok
OYO 75405 Ladda Place,45,3.0,7.1,"English, Thai",16,"52 Chok Chai 2 Alley, Ratchada, Bangkok, Thailand, 10312",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,6.9,6.5,7.8,7.0,7.2,Bangkok
D House Hostel,54,2.0,6.5,"English, Thai",107,"235/20 Soi Saranakom, Songprapa Road, Seekan, Don Muang , Donmuang, 10210, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,6.2,6.2,7.2,6.6,7.1,Bangkok
Sabai Mansion,38,1.5,5.5,"English, Thai",90,"8/1 Ramintra 93 Ramintra rd., Kannayao, Min Buri, Bangkok, Thailand, 10230",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.0,5.6,4.9,6.5,3.5,5.3,Bangkok
New Siam Guest House,36,2.5,7.5,"English, Thai",1245,"21 Chanasongkram Alley Chanasongkram, Phranakorn Bangkok, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,1,1,0,1,0,1,1,1,0,0,0.0,7.3,6.4,8.9,6.5,7.1,Bangkok
Sabai Place Don Muang Airport,77,1.5,8.1,"English, Thai",12,"553 Chang Arat Uthit Road Don Muang, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,1,1,1,1,1,0,0,1,1,0,0,0.0,8.0,8.2,6.9,8.7,8.5,Bangkok
My Hotel Bangkok Noi,67,3.0,7.6,"English, Thai",14,"155/11 ถนนบรมราชชนนี, Thonburi, Bangkok, Thailand, 10700",0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,6.0,4.0,6.0,6.0,4.0,Bangkok
Merge Hostel,73,3.0,8.6,"English, Thai",69,"135/9 yaowapanich Rd., Sampanthawong, Bangkok, China Town, Bangkok, Thailand, 10120",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,8.5,8.2,8.5,9.2,8.9,Bangkok
D Day Suite Mengjai,63,3.0,5.6,"English, Thai",76,"Soi Pracha Uthit 12 Huaikhwang, Ratchada, Bangkok, Thailand, 10310",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,5.0,5.2,5.1,3.8,6.0,Bangkok
Chaiwat Guesthouse,85,0.0,9.0,"English, Thai",229,"392/9 Maharaj Raod, Phraborommaharajwang, Phranakorn, Bangkok Riverside, Bangkok, Thailand, 10200",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.0,8.4,9.5,8.8,9.5,Bangkok
Hostel 24,47,3.0,6.6,"English, Filipino, Japanese",19,"589 Soi Punna Withi 17 Khwaeng Bang Chak , Sukhumvit, Bangkok, Thailand, 10260",0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.0,7.2,6.1,6.4,7.2,6.9,Bangkok
Thousand-Ten Thousand Residence & Hotel,125,3.0,7.3,"English, Thai",10,"135/1 Soi Bangkhunthien 9-11 Bangkhunthien Rd. Bangkhunthien, South Thonburi, Bangkok, Thailand, 10150",0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.0,8.2,7.3,6.7,8.0,7.8,Bangkok
Tian Tian Hostel,149,2.0,9.6,"English, Thai",69,"29-33 Phat Sai, China Town, Bangkok, Thailand, 10100",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0,9.6,9.3,9.7,9.5,9.1,Bangkok
Ekanake Hostel,149,2.0,9.2,"English, Thai",87,"112/8 Arunamari rd. Sririraj, Bangkok Riverside, Bangkok, Thailand, 10700",1,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,9.6,8.9,9.1,9.6,9.3,Bangkok
N Siri Resort & Hotel,69,3.0,5.2,"English, Thai",21,"99/304/1 Lumlookka Road Lad-sawai Buengkum, Don Mueang International Airport, Bangkok, Thailand",0,0,0,0,0,1,0,1,0,1,1,1,1,0,0.0,5.1,4.6,5.1,6.0,5.4,Bangkok
T5 Two Bedrooms/6guests/full kitchen/1 min to BTS,155,5.0,9.1,"English, Thai",59,"Thonburi, Bangkok, Thailand",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,7.3,9.3,7.3,8.7,6.0,Bangkok
Nato House Ekkamai -New modern apartment close to BTS Ekkamai,93,0.0,7.2,"English, Chinese [Mandarin], Thai",70,"Sukhumvit, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,6.8,7.1,8.8,7.2,8.1,Bangkok
OYO 75418 Grandview Place,73,3.0,6.3,"English, Thai",27,"233/11 Lat Phrao Soi 1, lane 5 Jompon Sub-District, Jatujak District Bangkok , Bangkok, Ratchada, Bangkok, Thailand, 10900",0,0,0,1,0,1,0,1,0,0,0,0,0,0,3.0,7.1,5.8,7.6,7.1,8.2,Bangkok
INN Room,70,0.0,8.8,"English, Thai",41,"5051 Pracha Songkhro Road Din Daeng, Ratchada, Bangkok, Thailand, 10400",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,9.2,8.5,8.8,8.5,9.2,Bangkok
GHEE GELATO HOUSE,299,0.0,9.6,"English, Thai",3,"394/21 Maha Rat Road Phra Boram Maha Ratchawang, Phranakon, Bangkok Riverside, Bangkok, Thailand, 10200",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.2,9.1,9.8,9.5,9.9,Bangkok
AC Sport Village,63,3.0,4.7,"English, Thai",2,"61/1 Soi Ramkhamhaeng 50 Khwaeng Hua Mak, Ramkhamhaeng, Bangkok, Thailand, 10240",0,0,0,1,0,1,1,1,0,0,0,1,0,0,4.0,4.0,4.0,4.0,4.0,4.0,Bangkok
Grand Living Place,123,2.0,6.8,"English, Thai",133,"69/1 Soi Chareonsak, Sutthisarn Vinichai Road, Huai Kwang, Ratchada, Bangkok, Thailand, 10310",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,6.8,5.9,7.4,5.3,6.7,Bangkok
POP Heritage Residence Bangkok,116,3.0,8.6,"English, Thai",46,"Siam, Bangkok, Thailand",1,1,0,0,0,0,0,1,0,0,0,0,0,0,7.0,9.5,9.0,8.5,9.5,9.5,Bangkok
BlueTel Re'sidencE Bangkok IMPACT - Transport Service Impact Muang Thong,256,0.0,9.1,"English, Thai",27,"8/388 Moo 3 Tiwanon-pakkred Rd.,Soi 48 Yeak 2 Banmai, Don Mueang International Airport, Bangkok, Thailand, 11120",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,9.4,9.3,8.7,9.7,9.3,Bangkok
Ruamsab 1,53,4.0,7.4,"English, Thai",58,"Ratchada, Bangkok, Thailand",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,7.8,7.0,7.3,8.2,7.7,Bangkok
Matasiri Residence,68,3.0,6.7,"English, Thai",33,"Don Mueang International Airport, Bangkok, Thailand",0,0,0,1,0,0,0,1,0,0,0,0,0,0,7.0,7.6,7.5,7.4,7.5,7.8,Bangkok
Happio,65,0.0,7.8,"English, German, Hebrew, Thai",188,"46 Phra Arthit Rd., Phranakorn, Khaosan, Bangkok, Thailand, 10200",0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,7.5,7.3,8.7,8.4,7.1,Bangkok
Nina Guesthouse,88,3.0,9.0,"English, Thai",406,"71 Trok Bavorn Rang Si, Thanon Tanao, Bangkok, Khaosan, Bangkok, Thailand, 10200",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,9.3,8.1,9.2,9.3,9.0,Bangkok
airport house,49,0.0,8.2,"English, Chinese [Mandarin], Thai",205,"22ซอยประชาอุทิศ4 แขวงดอนเมือง เขตดอนเมือง กทม, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,0,0,1,0,1,0,0,1,1,0,0,0.0,8.1,7.8,7.9,8.3,9.2,Bangkok
HOMEY-Donmueang Hostel,81,0.0,9.0,English,48,"Songprapa Road 222/3 Seekan Sub-district, Donmueang District, Don Mueang International Airport, Bangkok, Thailand, 10210",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.6,8.3,8.9,8.5,9.3,Bangkok
Greenhouse,49,2.5,6.2,"English, Thai",17,"Bang Kapi, Bangkok, Thailand",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,6.3,5.8,5.3,6.7,6.3,Bangkok
Hostbox Bangkok - King Quadruple Room,73,3.0,7.6,"English, Chinese [Mandarin], Thai",45,"Suvarnabhumi Airport, Bangkok, Thailand",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,7.3,6.9,7.1,5.3,7.5,Bangkok
Muangthong C3 near Impact,75,4.5,8.0,"English, Chinese [Mandarin], Thai",86,"Don Mueang International Airport, Bangkok, Thailand",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,8.0,7.9,8.3,7.9,8.4,Bangkok
Room For You,76,2.5,7.5,"English, German, Thai",106,"36/10 Thanon Chaeng Watthana, Don Mueang International Airport, Bangkok, Thailand, 10210",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,8.0,6.8,7.3,6.7,7.7,Bangkok
Veronica Residence,83,3.5,7.1,"English, Thai",230,"227 Rachadapisek Road, Dindaeng, Ratchada, Bangkok, Thailand, 10400",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,6.9,6.8,7.9,7.1,7.0,Bangkok
PN Home Service,69,3.0,8.3,"English, Thai",223,"164 Happy Place 2 Village, Chalong Krung Rd, Lam Prathew, Lad Kra Bang, Suvarnabhumi Airport, Bangkok, Thailand, 10520",0,0,0,0,1,1,0,1,0,0,1,1,0,0,0.0,8.8,8.3,6.6,8.7,9.0,Bangkok
Tiny Hut Resort by vava,85,3.0,8.1,Thai,76,"South Thonburi, Bangkok, Thailand",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,8.9,8.4,8.4,8.1,8.8,Bangkok
Sri Ayuttaya Guesthouse,100,0.0,9.4,"English, Thai",46,"23 /11 Si Ayutthaya 14, Khaosan, Bangkok, Thailand, 10300",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.6,9.3,9.1,9.6,9.9,Bangkok
Grand Living Place,229,2.0,6.8,"English, Thai",133,"69/1 Soi Chareonsak, Sutthisarn Vinichai Road, Huai Kwang, Ratchada, Bangkok, Thailand, 10310",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,6.8,5.9,7.4,5.3,6.7,Bangkok
Peace Factory Hostel,78,2.5,8.8,"English, Thai",89,"179/5-6, Luang Rd, Khaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, China Town, Bangkok, Thailand, 10100",1,0,0,0,1,1,0,1,0,0,1,1,0,0,0.0,9.1,8.5,8.5,9.4,8.8,Bangkok
Sky Place Srinakarin,87,4.0,7.9,"English, Burmese, Thai",100,"Ramkhamhaeng, Bangkok, Thailand",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,8.4,7.9,6.7,9.3,8.3,Bangkok
Canaries @38 Hotel by Baan Mina,73,2.0,7.8,"English, Thai",301,"1/44 Soi Vibhavadee 38,Ladyao, Chatuchak, Bangkok, Thailand, 10900",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.0,8.4,7.5,7.3,8.4,8.0,Bangkok
Big Mango@88 House,55,2.0,7.8,"English, Thai",37,"Soi Cheangwatta-Pakkret 23, Don Mueang International Airport, Bangkok, Thailand, 11120",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,8.5,8.0,6.2,8.0,8.4,Bangkok
Hyde Sukhumvit11 (4 Floor),347,5.0,9.2,"English, Thai",1,"Sukhumvit, Bangkok, Thailand",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0.0,10.0,6.0,10.0,10.0,10.0,Bangkok
Marigold Ramkhamhaeng,84,4.0,8.1,"English, Thai",229,"Bang Kapi, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,8.4,8.1,7.8,8.3,7.9,Bangkok
87 Oldtown at River Pier,132,0.0,8.9,"English, Chinese [Mandarin]",60,"Khaosan, Bangkok, Thailand",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,9.1,8.6,8.9,9.0,9.2,Bangkok
The zai Apartment,65,0.0,8.1,"English, Thai",41,"Thonburi, Bangkok, Thailand",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,8.8,8.0,6.6,8.7,8.6,Bangkok
Smart Mansion,58,3.5,8.1,"English, Thai",41,"8 Soi 164 Yek 3 Ramkhamhaeng Road ,Minburi, Suvarnabhumi Airport, Bangkok, Thailand, 10510",0,0,0,0,1,1,1,1,0,1,1,1,1,0,0.0,8.4,7.6,7.3,8.4,8.0,Bangkok
Popular Condo Muangthong by Khun Eve,111,4.0,7.8,"English, Thai",65,"Don Mueang International Airport, Bangkok, Thailand",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,7.9,8.2,7.8,8.0,8.3,Bangkok
RedDoorz The Living Block,66,3.0,9.7,"English, Thai",3,"166 8-9 Petchkasem Rd, Wat Tha Phra, Bangkok Yai, Bangkok, Thonburi, Bangkok, Thailand, 10600",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9.2,10.0,10.0,10.0,9.2,Bangkok
Hostbox Bangkok - Triple Room,73,4.5,9.1,"English, Thai",8,"Suvarnabhumi Airport, Bangkok, Thailand",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,9.7,8.6,9.1,9.1,9.1,Bangkok
Chanmuan Resident,49,0.0,7.3,Thai,72,"72 Lat Pla Khao road, Soi Lat Pla Khao 72, Anusawari, Bangkhen [Ruethida Apartment], Don Mueang International Airport, Bangkok, Thailand, 10220",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.8,7.6,7.8,8.2,8.1,Bangkok
OYO 251 Matini Ratchada 32,69,3.0,8.2,"English, Thai",468,"16, Ratchadaphisek Soi 32, Bangkok, Ratchada, Bangkok, Thailand, 10900",0,0,0,1,0,1,0,1,0,0,1,1,0,0,0.0,8.0,7.3,8.1,7.8,8.2,Bangkok
At Home Phetkasem,68,2.5,7.4,"English, Thai",227,"55/1 Soi Phetkasem 57 Phetkasem Road Laksong Bangkae, South Thonburi, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,7.7,7.3,7.6,6.8,7.4,Bangkok
J.R. Mansion On-Nut 25,59,4.0,7.7,Thai,76,"Bang Na, Bangkok, Thailand",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.0,8.0,7.4,7.5,7.7,7.8,Bangkok
Grand Tower Inn Residence Sathorn,64,4.0,9.2,"English, Thai",1,"Charoennakorn 14/2, Charoennakorn Road, Khlongtonsai, Khlongsan, Bangkok Riverside, Bangkok, Thailand, 10600",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,8.0,8.0,10.0,10.0,10.0,Bangkok
Ladapan Mansion,60,5.0,7.9,"English, Thai",103,"Thonburi, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.0,7.6,7.7,7.6,8.1,8.6,Bangkok
Uncle Loy's Boutique House,320,0.0,9.4,"English, Thai",271,"91 Sala Ton Chan Alley, Khwaeng Siriraj, Khet Bangkok Noi, Bangkok Riverside, Bangkok, Thailand, 10700",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,9.4,9.4,9.2,9.5,9.9,Bangkok
Kamin Bird Hostel,45,2.0,7.9,"English, Japanese, Korean, Thai",513,"490/4 Nathong 6 Ratchada 7 Dindaeng, Ratchada, Bangkok, Thailand, 10400",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.9,7.2,7.8,8.5,8.3,Bangkok
Bangkok boulevard,252,0.0,2.0,"English, Thai, Vietnamese",1,"Don Mueang International Airport, Bangkok, Thailand",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2.0,2.0,2.0,2.0,2.0,Bangkok
West Wing Mansion,60,0.0,7.1,"English, Thai",206,"59 soi 6 Charan Sanitwong Rd., West Wing Mansion, Thonburi, Bangkok, Thailand, 10600",0,0,0,0,0,1,0,1,0,1,1,1,0,0,0.0,7.1,6.7,7.0,7.2,7.3,Bangkok
Serena Sathorn Suite,327,5.0,9.3,"English, Thai",35,"Sathorn, Bangkok, Thailand",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,10.0,9.6,9.8,9.8,9.8,Bangkok
D-haus Ladprao Residence,80,4.0,7.8,"English, Thai",31,"33/2 &amp; 33/4 Wathananiwet 7, Sutthisarn Road, Huay Kwang, Ratchada, Bangkok, Thailand, 10310",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,7.5,7.3,6.8,7.8,7.5,Bangkok
baankorrakang,131,0.0,9.5,Thai,51,"160 ถนน อรุณอัมรินทร์ แขวงศิริราช เขตบางกอกน้อย, Bangkok Riverside, Bangkok, Thailand, 10700",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,9.6,9.3,8.9,9.6,9.7,Bangkok
